tfr_scenario,year,age,fertility,life_exp,population,births,births_cum
1.3,3215,90,,,180.3337437,,
1.3,3215,95,,,132.8102402,,
1.3,3215,100,,,140.4728714,,
1.3,3215,all,1.3,100.00516,2417.311858,50.264843,19592816153
1.3,3220,0,,,50.26244982,,
1.3,3220,5,,,54.1210204,,
1.3,3220,10,,,58.27777987,,
1.3,3220,15,,,62.75579478,,
1.3,3220,20,,,67.57853894,,
1.3,3220,25,,,72.77153525,,
1.3,3220,30,,,78.36399998,,
1.3,3220,35,,,84.38724772,,
1.3,3220,40,,,90.87285029,,
1.3,3220,45,,,97.85629228000001,,
1.3,3220,50,,,105.37594,,
1.3,3220,55,,,113.47255,,
1.3,3220,60,,,122.191782,,
1.3,3220,65,,,131.581116,,
1.3,3220,70,,,141.6939459,,
1.3,3220,75,,,152.5839409,,
1.3,3220,80,,,164.3005535,,
1.3,3220,85,,,175.0143342,,
1.3,3220,90,,,167.463945,,
1.3,3220,95,,,123.3434922,,
1.3,3220,100,,,130.3846223,,
1.3,3220,all,1.3,100.00516,2244.653731,46.677814,19592816200
1.3,3225,0,,,46.67559375,,
1.3,3225,5,,,50.25857191,,
1.3,3225,10,,,54.1184219,,
1.3,3225,15,,,58.2765584,,
1.3,3225,20,,,62.75477658,,
1.3,3225,25,,,67.5767725,,
1.3,3225,30,,,72.76967202,,
1.3,3225,35,,,78.36254893,,
1.3,3225,40,,,84.38471269999999,,
1.3,3225,45,,,90.86910765,,
1.3,3225,50,,,97.85135287,,
1.3,3225,55,,,105.3692835,,
1.3,3225,60,,,113.4652901,,
1.3,3225,65,,,122.1834537,,
1.3,3225,70,,,131.5733506,,
1.3,3225,75,,,141.6848,,
1.3,3225,80,,,152.56368,,
1.3,3225,85,,,162.5128992,,
1.3,3225,90,,,155.5133653,,
1.3,3225,95,,,114.5521026,,
1.3,3225,100,,,121.0213652,,
1.3,3225,all,1.3,100.00517,2084.33768,43.346973,19592816243
1.3,3230,0,,,43.34491407,,
1.3,3230,5,,,46.67199926,,
1.3,3230,10,,,50.25616434,,
1.3,3230,15,,,54.11729046,,
1.3,3230,20,,,58.27561435,,
1.3,3230,25,,,62.75313602,,
1.3,3230,30,,,67.57504066,,
1.3,3230,35,,,72.76832168,,
1.3,3230,40,,,78.36018846,,
1.3,3230,45,,,84.38122701,,
1.3,3230,50,,,90.86450603,,
1.3,3230,55,,,97.84514897,,
1.3,3230,60,,,105.3625112,,
1.3,3230,65,,,113.4575185,,
1.3,3230,70,,,122.1762024,,
1.3,3230,75,,,131.5648089,,
1.3,3230,80,,,141.6659,,
1.3,3230,85,,,150.9051618,,
1.3,3230,90,,,144.4162978,,
1.3,3230,95,,,106.387852,,
1.3,3230,100,,,112.330964,,
1.3,3230,all,1.3,100.00517,1935.480768,40.254009,19592816283
1.3,3235,0,,,40.25209985,,
1.3,3235,5,,,43.3415823,,
1.3,3235,10,,,46.66976859,,
1.3,3235,15,,,50.25511628,,
1.3,3235,20,,,54.11641516,,
1.3,3235,25,,,58.27409067,,
1.3,3235,30,,,62.75152629,,
1.3,3235,35,,,67.57378403,,
1.3,3235,40,,,72.76612372,,
1.3,3235,45,,,78.35694205999999,,
1.3,3235,50,,,84.37694006,,
1.3,3235,55,,,90.85872393,,
1.3,3235,60,,,97.83883136,,
1.3,3235,65,,,105.355259,,
1.3,3235,70,,,113.4507472,,
1.3,3235,75,,,122.168225,,
1.3,3235,80,,,131.5471784,,
1.3,3235,85,,,140.1271841,,
1.3,3235,90,,,134.1117359,,
1.3,3235,95,,,98.80596602,,
1.3,3235,100,,,104.2650344,,
1.3,3235,all,1.3,100.00518,1797.263274,37.38192,19592816321
1.3,3240,0,,,37.38014998,,
1.3,3240,5,,,40.24901158,,
1.3,3240,10,,,43.33951551,,
1.3,3240,15,,,46.66879778,,
1.3,3240,20,,,50.25430472,,
1.3,3240,25,,,54.11500003,,
1.3,3240,30,,,58.27259444,,
1.3,3240,35,,,62.75035685,,
1.3,3240,40,,,67.57173738,,
1.3,3240,45,,,72.76310017,,
1.3,3240,50,,,78.35294823,,
1.3,3240,55,,,84.37155103000001,,
1.3,3240,60,,,90.85283053000001,,
1.3,3240,65,,,97.83206385,,
1.3,3240,70,,,105.3489359,,
1.3,3240,75,,,113.4432968,,
1.3,3240,80,,,122.1517786,,
1.3,3240,85,,,130.119606,,
1.3,3240,90,,,124.5430371,,
1.3,3240,95,,,91.76486988000001,,
1.3,3240,100,,,96.77867363999999,,
1.3,3240,all,1.3,100.00518,1668.92416,34.714924,19592816355
1.3,3245,0,,,34.71327946,,
1.3,3245,5,,,37.37728742,,
1.3,3245,10,,,40.24709665,,
1.3,3245,15,,,43.33861625,,
1.3,3245,20,,,46.6680453,,
1.3,3245,25,,,50.25299039,,
1.3,3245,30,,,54.11360927,,
1.3,3245,35,,,58.27150613,,
1.3,3245,40,,,62.74845109,,
1.3,3245,45,,,67.56892135,,
1.3,3245,50,,,72.75937939000001,,
1.3,3245,55,,,78.34792552,,
1.3,3245,60,,,84.36605333999999,,
1.3,3245,65,,,90.84651526,,
1.3,3245,70,,,97.8261593,,
1.3,3245,75,,,105.3419777,,
1.3,3245,80,,,113.427955,,
1.3,3245,85,,,120.8273172,,
1.3,3245,90,,,115.6576105,,
1.3,3245,95,,,85.22595905999999,,
1.3,3245,100,,,89.83020974,,
1.3,3245,all,1.3,100.00519,1549.756865,32.238358,19592816388
1.3,3250,0,,,32.23683227,,
1.3,3250,5,,,34.71062609,,
1.3,3250,10,,,37.37551317,,
1.3,3250,15,,,40.24626366,,
1.3,3250,20,,,43.33791855,,
1.3,3250,25,,,46.66682458,,
1.3,3250,30,,,50.25169766,,
1.3,3250,35,,,54.11259646,,
1.3,3250,40,,,58.26973155,,
1.3,3250,45,,,62.74582834,,
1.3,3250,50,,,67.56545494,,
1.3,3250,55,,,72.75469808,,
1.3,3250,60,,,78.34279693000001,,
1.3,3250,65,,,84.36016007000001,,
1.3,3250,70,,,90.84100155,,
1.3,3250,75,,,97.81966077,,
1.3,3250,80,,,105.3276662,,
1.3,3250,85,,,112.1991528,,
1.3,3250,90,,,107.4066266,,
1.3,3250,95,,,79.15338706999999,,
1.3,3250,100,,,83.38096896,,
1.3,3250,all,1.3,100.0052,1439.105406,29.938614,19592816418
1.3,3255,0,,,29.93720065,,
1.3,3255,5,,,32.23437281,,
1.3,3255,10,,,34.70898219,,
1.3,3255,15,,,37.37474157,,
1.3,3255,20,,,40.24561674,,
1.3,3255,25,,,43.33678476,,
1.3,3255,30,,,46.66562296,,
1.3,3255,35,,,50.2507551,,
1.3,3255,40,,,54.11094402,,
1.3,3255,45,,,58.26728878,,
1.3,3255,50,,,62.74259887,,
1.3,3255,55,,,67.56109179000001,,
1.3,3255,60,,,72.74991378999999,,
1.3,3255,65,,,78.33729744999999,,
1.3,3255,70,,,84.35501130999999,,
1.3,3255,75,,,90.83493231999999,,
1.3,3255,80,,,97.80631033,,
1.3,3255,85,,,104.1876102,,
1.3,3255,90,,,99.74474821,,
1.3,3255,95,,,73.51386828,,
1.3,3255,100,,,77.39505995,,
1.3,3255,all,1.3,100.0052,1336.360752,27.803061,19592816445
1.3,3260,0,,,27.80175,,
1.3,3260,5,,,29.93492092,,
1.3,3260,10,,,32.23284969,,
1.3,3260,15,,,34.70826745,,
1.3,3260,20,,,37.37414174,,
1.3,3260,25,,,40.24456368,,
1.3,3260,30,,,43.33566783,,
1.3,3260,35,,,46.66474577,,
1.3,3260,40,,,50.24921638,,
1.3,3260,45,,,54.10866887,,
1.3,3260,50,,,58.26428005,,
1.3,3260,55,,,62.73853224,,
1.3,3260,60,,,67.55662866999999,,
1.3,3260,65,,,72.74478175,,
1.3,3260,70,,,78.33248947,,
1.3,3260,75,,,84.34934301,,
1.3,3260,80,,,90.82247835,,
1.3,3260,85,,,96.74858758000001,,
1.3,3260,90,,,92.62988057,,
1.3,3260,95,,,68.27649477999999,,
1.3,3260,100,,,71.83917340000001,,
1.3,3260,all,1.3,100.0052,1240.957462,25.819965,19592816471
1.3,3265,0,,,25.81874925,,
1.3,3265,5,,,27.79963686,,
1.3,3265,10,,,29.93350969,,
1.3,3265,15,,,32.23218762,,
1.3,3265,20,,,34.70771128,,
1.3,3265,25,,,37.37316365,,
1.3,3265,30,,,40.24352545,,
1.3,3265,35,,,43.33485147,,
1.3,3265,40,,,46.66331294,,
1.3,3265,45,,,50.24709734,,
1.3,3265,50,,,54.10586577,,
1.3,3265,55,,,58.26048976,,
1.3,3265,60,,,62.73436869,,
1.3,3265,65,,,67.5518395,,
1.3,3265,70,,,72.740292,,
1.3,3265,75,,,78.32719562,,
1.3,3265,80,,,84.33772528,,
1.3,3265,85,,,89.84113936999999,,
1.3,3265,90,,,86.02293911,,
1.3,3265,95,,,63.41256641,,
1.3,3265,100,,,66.68239620999999,,
1.3,3265,all,1.3,100.00521,1152.370563,23.978434,19592816495
1.3,3270,0,,,23.97730622,,
1.3,3270,5,,,25.81679053,,
1.3,3270,10,,,27.79832931,,
1.3,3270,15,,,29.93289641,,
1.3,3270,20,,,32.23167191,,
1.3,3270,25,,,34.70680282,,
1.3,3270,30,,,37.37219857,,
1.3,3270,35,,,40.2427657,,
1.3,3270,40,,,43.33351723,,
1.3,3270,45,,,46.66133928,,
1.3,3270,50,,,50.2444858,,
1.3,3270,55,,,54.10233301,,
1.3,3270,60,,,58.25660566,,
1.3,3270,65,,,62.72989948,,
1.3,3270,70,,,67.5476469,,
1.3,3270,75,,,72.73534785,,
1.3,3270,80,,,78.31635794,,
1.3,3270,85,,,83.4272508,,
1.3,3270,90,,,79.88763410999999,,
1.3,3270,95,,,58.89543294,,
1.3,3270,100,,,61.896039,,
1.3,3270,all,1.3,100.00522,1070.112651,22.268353,19592816517
1.3,3275,0,,,22.26730753,,
1.3,3275,5,,,23.97549062,,
1.3,3275,10,,,25.81557903,,
1.3,3275,15,,,27.79776122,,
1.3,3275,20,,,29.93241823,,
1.3,3275,25,,,32.23082811,,
1.3,3275,30,,,34.70590572,,
1.3,3275,35,,,37.37149149,,
1.3,3275,40,,,40.24152326,,
1.3,3275,45,,,43.33167897,,
1.3,3275,50,,,46.65890619,,
1.3,3275,55,,,50.24119306,,
1.3,3275,60,,,54.0987096,,
1.3,3275,65,,,58.252435,,
1.3,3275,70,,,62.72598436,,
1.3,3275,75,,,67.54302935,,
1.3,3275,80,,,72.7252378,,
1.3,3275,85,,,77.47162771000001,,
1.3,3275,90,,,74.19027067,,
1.3,3275,95,,,54.70034755,,
1.3,3275,100,,,57.45347601,,
1.3,3275,all,1.3,100.00523,993.7312015,20.680332,19592816538
1.3,3280,0,,,20.67936295,,
1.3,3280,5,,,22.2656246,,
1.3,3280,10,,,23.97436812,,
1.3,3280,15,,,25.8150528,,
1.3,3280,20,,,27.79731782,,
1.3,3280,25,,,29.93163448,,
1.3,3280,30,,,32.22999421,,
1.3,3280,35,,,34.70524766,,
1.3,3280,40,,,37.37033453,,
1.3,3280,45,,,40.23981109,,
1.3,3280,50,,,43.32941212,,
1.3,3280,55,,,46.65583714,,
1.3,3280,60,,,50.2378128,,
1.3,3280,65,,,54.09481753,,
1.3,3280,70,,,58.24877899,,
1.3,3280,75,,,62.72167183,,
1.3,3280,80,,,67.53359804,,
1.3,3280,85,,,71.94150174000001,,
1.3,3280,90,,,68.89956306000001,,
1.3,3280,95,,,50.80433073,,
1.3,3280,100,,,53.3299966,,
1.3,3280,all,1.3,100.00523,922.8060689,19.205652,19592816557
1.3,3285,0,,,19.20475357,,
1.3,3285,5,,,20.67780298,,
1.3,3285,10,,,22.26458456,,
1.3,3285,15,,,23.97388067,,
1.3,3285,20,,,25.81464166,,
1.3,3285,25,,,27.79658985,,
1.3,3285,30,,,29.93085931,,
1.3,3285,35,,,32.22938177,,
1.3,3285,40,,,34.70417029,,
1.3,3285,45,,,37.3687398,,
1.3,3285,50,,,40.23769912,,
1.3,3285,55,,,43.32655154,,
1.3,3285,60,,,46.65268372,,
1.3,3285,65,,,50.23418071,,
1.3,3285,70,,,54.09140347,,
1.3,3285,75,,,58.24475133,,
1.3,3285,80,,,62.71287366,,
1.3,3285,85,,,66.80644947,,
1.3,3285,90,,,63.98646228,,
1.3,3285,95,,,47.18604401,,
1.3,3285,100,,,49.5026674,,
1.3,3285,all,1.3,100.00523,856.9471711,17.836218,19592816575
1.3,3290,0,,,17.83538382,,
1.3,3290,5,,,19.20330758,,
1.3,3290,10,,,20.67683934,,
1.3,3290,15,,,22.26413302,,
1.3,3290,20,,,23.97349943,,
1.3,3290,25,,,25.81396548,,
1.3,3290,30,,,27.79586927,,
1.3,3290,35,,,29.93028931,,
1.3,3290,40,,,32.2283785,,
1.3,3290,45,,,34.70268493,,
1.3,3290,50,,,37.3667721,,
1.3,3290,55,,,40.23503283,,
1.3,3290,60,,,43.32360971,,
1.3,3290,65,,,46.64929421,,
1.3,3290,70,,,50.23099258,,
1.3,3290,75,,,54.08764186,,
1.3,3290,80,,,58.23654378,,
1.3,3290,85,,,62.03822442,,
1.3,3290,90,,,59.42399609,,
1.3,3290,95,,,43.82567266,,
1.3,3290,100,,,45.95020441,,
1.3,3290,all,1.3,100.00524,795.7923353,16.56451,19592816592
1.3,3295,0,,,16.56373687,,
1.3,3295,5,,,17.83404348,,
1.3,3295,10,,,19.20241472,,
1.3,3295,15,,,20.67642107,,
1.3,3295,20,,,22.26377951,,
1.3,3295,25,,,23.97287135,,
1.3,3295,30,,,25.81329564,,
1.3,3295,35,,,27.79533877,,
1.3,3295,40,,,29.92935506,,
1.3,3295,45,,,32.226995,,
1.3,3295,50,,,34.70085164,,
1.3,3295,55,,,37.3642869,,
1.3,3295,60,,,40.23228839,,
1.3,3295,65,,,43.32044658,,
1.3,3295,70,,,46.64631706,,
1.3,3295,75,,,50.22747945,,
1.3,3295,80,,,54.07998524,,
1.3,3295,85,,,57.61060123,,
1.3,3295,90,,,55.18712036,,
1.3,3295,95,,,40.7048168,,
1.3,3295,100,,,42.65285429,,
1.3,3295,all,1.3,100.00525,739.0052994,15.383551,19592816607
1.3,3300,0,,,15.3828332,,
1.3,3300,5,,,16.56249446,,
1.3,3300,10,,,17.8332162,,
1.3,3300,15,,,19.20202727,,
1.3,3300,20,,,20.67609326,,
1.3,3300,25,,,22.26319611,,
1.3,3300,30,,,23.97224868,,
1.3,3300,35,,,25.8128019,,
1.3,3300,40,,,27.79446877,,
1.3,3300,45,,,29.92806643,,
1.3,3300,50,,,32.22528693,,
1.3,3300,55,,,34.69853521,,
1.3,3300,60,,,37.36172658,,
1.3,3300,65,,,40.2293365,,
1.3,3300,70,,,43.31766644,,
1.3,3300,75,,,46.64303598,,
1.3,3300,80,,,50.22033675,,
1.3,3300,85,,,53.49923089,,
1.3,3300,90,,,51.25258118,,
1.3,3300,95,,,37.80639027,,
1.3,3300,100,,,39.59228423,,
1.3,3300,all,1.3,100.00525,686.2738572,14.286858,19592816621
1.3,3305,0,,,14.28619218,,
1.3,3305,5,,,15.38168156,,
1.3,3305,10,,,16.56172795,,
1.3,3305,15,,,17.8328573,,
1.3,3305,20,,,19.2017233,,
1.3,3305,25,,,20.67555136,,
1.3,3305,30,,,22.26261727,,
1.3,3305,35,,,23.97178914,,
1.3,3305,40,,,25.81199173,,
1.3,3305,45,,,27.79326849,,
1.3,3305,50,,,29.926475,,
1.3,3305,55,,,32.22312779,,
1.3,3305,60,,,34.69614664,,
1.3,3305,65,,,37.35897181,,
1.3,3305,70,,,40.22674033,,
1.3,3305,75,,,43.31460209,,
1.3,3305,80,,,46.63637269,,
1.3,3305,85,,,49.68150642,,
1.3,3305,90,,,47.59878675,,
1.3,3305,95,,,35.1145268,,
1.3,3305,100,,,36.7514797,,
1.3,3305,all,1.3,100.00526,637.3081363,13.268414,19592816635
1.3,3310,0,,,13.26779638,,
1.3,3310,5,,,14.28512468,,
1.3,3310,10,,,15.38097135,,
1.3,3310,15,,,16.56139549,,
1.3,3310,20,,,17.83257543,,
1.3,3310,25,,,19.20121993,,
1.3,3310,30,,,20.67501327,,
1.3,3310,35,,,22.26218957,,
1.3,3310,40,,,23.97103468,,
1.3,3310,45,,,25.81087374,,
1.3,3310,50,,,27.79178574,,
1.3,3310,55,,,29.92446246,,
1.3,3310,60,,,32.22089945,,
1.3,3310,65,,,34.69357583,,
1.3,3310,70,,,37.35654743,,
1.3,3310,75,,,40.22387839,,
1.3,3310,80,,,43.308386,,
1.3,3310,85,,,46.13643813,,
1.3,3310,90,,,44.20568852,,
1.3,3310,95,,,32.6144928,,
1.3,3310,100,,,34.11464961,,
1.3,3310,all,1.3,100.00526,591.8389989,12.322631,19592816647
1.3,3315,0,,,12.32205843,,
1.3,3315,5,,,13.26680686,,
1.3,3315,10,,,14.28446663,,
1.3,3315,15,,,15.38066338,,
1.3,3315,20,,,16.5611341,,
1.3,3315,25,,,17.83210785,,
1.3,3315,30,,,19.20071971,,
1.3,3315,35,,,20.67461519,,
1.3,3315,40,,,22.26148698,,
1.3,3315,45,,,23.96999333,,
1.3,3315,50,,,25.80949223,,
1.3,3315,55,,,27.78990983,,
1.3,3315,60,,,29.92238359,,
1.3,3315,65,,,32.21850029,,
1.3,3315,70,,,34.69131187,,
1.3,3315,75,,,37.35387453,,
1.3,3315,80,,,40.21807946,,
1.3,3315,85,,,42.8445378,,
1.3,3315,90,,,41.0546708,,
1.3,3315,95,,,30.29260645,,
1.3,3315,100,,,31.66713829,,
1.3,3315,all,1.3,100.00527,549.6165576,11.444322,19592816658
1.3,3320,0,,,11.44379026,,
1.3,3320,5,,,12.3211412,,
1.3,3320,10,,,13.26619714,,
1.3,3320,15,,,14.28418135,,
1.3,3320,20,,,15.380421,,
1.3,3320,25,,,16.56069977,,
1.3,3320,30,,,17.83164284,,
1.3,3320,35,,,19.20034921,,
1.3,3320,40,,,20.67396091,,
1.3,3320,45,,,22.26051702,,
1.3,3320,50,,,23.96870615,,
1.3,3320,55,,,25.80774368,,
1.3,3320,60,,,27.78797039,,
1.3,3320,65,,,29.92014461,,
1.3,3320,70,,,32.21638613,,
1.3,3320,75,,,34.68881551,,
1.3,3320,80,,,37.34846476,,
1.3,3320,85,,,39.78771127,,
1.3,3320,90,,,38.12844824,,
1.3,3320,95,,,28.13616259,,
1.3,3320,100,,,29.39534378,,
1.3,3320,all,1.3,100.00528,510.4087978,10.628667,19592816669
1.3,3325,0,,,10.62817457,,
1.3,3325,5,,,11.44294004,,
1.3,3325,10,,,12.32057626,,
1.3,3325,15,,,13.26593288,,
1.3,3325,20,,,14.28395658,,
1.3,3325,25,,,15.38001753,,
1.3,3325,30,,,16.56026748,,
1.3,3325,35,,,17.83129799,,
1.3,3325,40,,,19.1997399,,
1.3,3325,45,,,20.67305742,,
1.3,3325,50,,,22.25931771,,
1.3,3325,55,,,23.96707628,,
1.3,3325,60,,,25.8059343,,
1.3,3325,65,,,27.7858809,,
1.3,3325,70,,,29.91817034,,
1.3,3325,75,,,32.21405466,,
1.3,3325,80,,,34.68376876,,
1.3,3325,85,,,36.94915855,,
1.3,3325,90,,,35.41097073,,
1.3,3325,95,,,26.13336287,,
1.3,3325,100,,,27.28664203,,
1.3,3325,all,1.3,100.00528,474.0002978,9.8711948,19592816679
1.3,3330,0,,,9.870738261,,
1.3,3330,5,,,10.62738646,,
1.3,3330,10,,,11.44241659,,
1.3,3330,15,,,12.32033147,,
1.3,3330,20,,,13.26572445,,
1.3,3330,25,,,14.2835818,,
1.3,3330,30,,,15.37961566,,
1.3,3330,35,,,16.55994651,,
1.3,3330,40,,,17.83073057,,
1.3,3330,45,,,19.19889834,,
1.3,3330,50,,,20.67193998,,
1.3,3330,55,,,22.25779846,,
1.3,3330,60,,,23.96538824,,
1.3,3330,65,,,25.8039843,,
1.3,3330,70,,,27.78403725,,
1.3,3330,75,,,29.91599286,,
1.3,3330,80,,,32.20934654,,
1.3,3330,85,,,34.31328127,,
1.3,3330,90,,,32.88733502,,
1.3,3330,95,,,24.27325107,,
1.3,3330,100,,,25.32931653,,
1.3,3330,all,1.3,100.00529,440.1910416,9.1677513,19592816688
1.3,3335,0,,,9.167327866999999,,
1.3,3335,5,,,9.870007719,,
1.3,3335,10,,,10.62690145,,
1.3,3335,15,,,11.44218983,,
1.3,3335,20,,,12.32013818,,
1.3,3335,25,,,13.2653763,,
1.3,3335,30,,,14.2832082,,
1.3,3335,35,,,15.37931692,,
1.3,3335,40,,,16.55941809,,
1.3,3335,45,,,17.82994667,,
1.3,3335,50,,,19.19785716,,
1.3,3335,55,,,20.67052384,,
1.3,3335,60,,,22.25622362,,
1.3,3335,65,,,23.96356841,,
1.3,3335,70,,,25.80226263,,
1.3,3335,75,,,27.78200359,,
1.3,3335,80,,,29.91160065,,
1.3,3335,85,,,31.8655966,,
1.3,3335,90,,,30.54370272,,
1.3,3335,95,,,22.54565287,,
1.3,3335,100,,,23.51249308,,
1.3,3335,all,1.3,100.00529,408.7953164,8.5144796,19592816697
1.3,3340,0,,,8.514086671999999,,
1.3,3340,5,,,9.166650688000001,,
1.3,3340,10,,,9.869558334000001,,
1.3,3340,15,,,10.6266914,,
1.3,3340,20,,,11.44201058,,
1.3,3340,25,,,12.31981476,,
1.3,3340,30,,,13.26502898,,
1.3,3340,35,,,14.28293013,,
1.3,3340,40,,,15.37882481,,
1.3,3340,45,,,16.55868791,,
1.3,3340,50,,,17.82897656,,
1.3,3340,55,,,19.19653713,,
1.3,3340,60,,,20.66905459,,
1.3,3340,65,,,22.25452526,,
1.3,3340,70,,,23.96196065,,
1.3,3340,75,,,25.80036329,,
1.3,3340,80,,,27.77790607,,
1.3,3340,85,,,29.59265745,,
1.3,3340,90,,,28.36722418,,
1.3,3340,95,,,20.94112002,,
1.3,3340,100,,,21.82607912,,
1.3,3340,all,1.3,100.0053,379.6406886,7.9077983,19592816705
1.3,3345,0,,,7.907433503,,
1.3,3345,5,,,8.513458957999999,,
1.3,3345,10,,,9.166234305,,
1.3,3345,15,,,9.869363751,,
1.3,3345,20,,,10.62652517,,
1.3,3345,25,,,11.44171015,,
1.3,3345,30,,,12.31949188,,
1.3,3345,35,,,13.26477016,,
1.3,3345,40,,,14.28247184,,
1.3,3345,45,,,15.37814466,,
1.3,3345,50,,,16.55778399,,
1.3,3345,55,,,17.82774609,,
1.3,3345,60,,,19.19516638,,
1.3,3345,65,,,20.6674696,,
1.3,3345,70,,,22.25302387,,
1.3,3345,75,,,23.96018676,,
1.3,3345,80,,,25.79654068,,
1.3,3345,85,,,27.48197833,,
1.3,3345,90,,,26.34596776,,
1.3,3345,95,,,19.45087853,,
1.3,3345,100,,,20.26070755,,
1.3,3345,all,1.3,100.00531,352.5670539,7.3443813,19592816712
1.3,3350,0,,,7.344043023,,
1.3,3350,5,,,7.906851638,,
1.3,3350,10,,,8.513073152,,
1.3,3350,15,,,9.166054055,,
1.3,3350,20,,,9.869209595999999,,
1.3,3350,25,,,10.62624608,,
1.3,3350,30,,,11.44140997,,
1.3,3350,35,,,12.31925097,,
1.3,3350,40,,,13.26434337,,
1.3,3350,45,,,14.28183829,,
1.3,3350,50,,,15.37730242,,
1.3,3350,55,,,16.55663701,,
1.3,3350,60,,,17.82646724,,
1.3,3350,65,,,19.19368717,,
1.3,3350,70,,,20.66606753,,
1.3,3350,75,,,22.25136714,,
1.3,3350,80,,,23.95662059,,
1.3,3350,85,,,25.52196655,,
1.3,3350,90,,,24.46885418,,
1.3,3350,95,,,18.06678043,,
1.3,3350,100,,,18.80768457,,
1.3,3350,all,1.3,100.00531,327.425755,6.8211412,19592816719
1.3,3355,0,,,6.820827443,,
1.3,3355,5,,,7.343503658,,
1.3,3355,10,,,7.906494164,,
1.3,3355,15,,,8.512906179,,
1.3,3355,20,,,9.165911095,,
1.3,3355,25,,,9.868950328,,
1.3,3355,30,,,10.62596701,,
1.3,3355,35,,,11.44118574,,
1.3,3355,40,,,12.3188535,,
1.3,3355,45,,,13.26375321,,
1.3,3355,50,,,14.28105352,,
1.3,3355,55,,,15.37623325,,
1.3,3355,60,,,16.55544389,,
1.3,3355,65,,,17.82508676,,
1.3,3355,70,,,19.19237786,,
1.3,3355,75,,,20.66452022,,
1.3,3355,80,,,22.2480402,,
1.3,3355,85,,,23.70185827,,
1.3,3355,90,,,22.72559562,,
1.3,3355,95,,,16.78125914,,
1.3,3355,100,,,17.45894121,,
1.3,3355,all,1.3,100.00532,304.0787623,6.3352103,19592816725
1.3,3360,0,,,6.334919536,,
1.3,3360,5,,,6.820327472,,
1.3,3360,10,,,7.343172435,,
1.3,3360,15,,,7.90633949,,
1.3,3360,20,,,8.512773599000001,,
1.3,3360,25,,,9.165670240000001,,
1.3,3360,30,,,9.868690880999999,,
1.3,3360,35,,,10.62575829,,
1.3,3360,40,,,11.44081557,,
1.3,3360,45,,,12.31830376,,
1.3,3360,50,,,13.26302198,,
1.3,3360,55,,,14.28005688,,
1.3,3360,60,,,15.37512011,,
1.3,3360,65,,,16.55415553,,
1.3,3360,70,,,17.82386406,,
1.3,3360,75,,,19.19093274,,
1.3,3360,80,,,20.66141645,,
1.3,3360,85,,,22.01165928,,
1.3,3360,90,,,21.10663913,,
1.3,3360,95,,,15.58728792,,
1.3,3360,100,,,16.20698841,,
1.3,3360,all,1.3,100.00533,282.3979138,5.8839269,19592816731
1.3,3365,0,,,5.883656873,,
1.3,3365,5,,,6.334456081,,
1.3,3365,10,,,6.820020571,,
1.3,3365,15,,,7.343029153,,
1.3,3365,20,,,7.906216536,,
1.3,3365,25,,,8.512549848000001,,
1.3,3365,30,,,9.165429034000001,,
1.3,3365,35,,,9.868496602,,
1.3,3365,40,,,10.62541355,,
1.3,3365,45,,,11.44030349,,
1.3,3365,50,,,12.31762241,,
1.3,3365,55,,,13.26209294,,
1.3,3365,60,,,14.27901834,,
1.3,3365,65,,,15.37391773,,
1.3,3365,70,,,16.55301372,,
1.3,3365,75,,,17.82251438,,
1.3,3365,80,,,19.18803717,,
1.3,3365,85,,,20.44208986,,
1.3,3365,90,,,19.60311407,,
1.3,3365,95,,,14.47834133,,
1.3,3365,100,,,15.04487531,,
1.3,3365,all,1.3,100.00533,262.264209,5.4648175,19592816736
1.3,3370,0,,,5.46456718,,
1.3,3370,5,,,5.883227266,,
1.3,3370,10,,,6.334171716,,
1.3,3370,15,,,6.819887842,,
1.3,3370,20,,,7.342915125,,
1.3,3370,25,,,7.906008671,,
1.3,3370,30,,,8.512325598,,
1.3,3370,35,,,9.165248195,,
1.3,3370,40,,,9.868175547,,
1.3,3370,45,,,10.62493654,,
1.3,3370,50,,,11.43966861,,
1.3,3370,55,,,12.31675638,,
1.3,3370,60,,,13.261124,,
1.3,3370,65,,,14.27789619,,
1.3,3370,70,,,15.37285145,,
1.3,3370,75,,,16.55175318,,
1.3,3370,80,,,17.81981303,,
1.3,3370,85,,,18.98453371,,
1.3,3370,90,,,18.20678336,,
1.3,3370,95,,,13.44835942,,
1.3,3370,100,,,13.96615057,,
1.3,3370,all,1.3,100.00534,243.5671536,5.0755868,19592816742
1.3,3375,0,,,5.07535475,,
1.3,3375,5,,,5.464168949,,
1.3,3375,10,,,5.882963781,,
1.3,3375,15,,,6.334048763,,
1.3,3375,20,,,6.819782091,,
1.3,3375,25,,,7.342722016,,
1.3,3375,30,,,7.905800184,,
1.3,3375,35,,,8.512157266999999,,
1.3,3375,40,,,9.164949191,,
1.3,3375,45,,,9.867731192999999,,
1.3,3375,50,,,10.62434496,,
1.3,3375,55,,,11.43886131,,
1.3,3375,60,,,12.31585239,,
1.3,3375,65,,,13.26007673,,
1.3,3375,70,,,14.27690044,,
1.3,3375,75,,,15.37167415,,
1.3,3375,80,,,16.549233,,
1.3,3375,85,,,17.63099043,,
1.3,3375,90,,,16.90999819,,
1.3,3375,95,,,12.49171454,,
